account_id,company_name,plan,mrr,signup_date,last_active,api_calls_30d,team_size,churned,churn_date,churn_reason,feature_requests,support_tickets_30d,nps_score,region
ACC-0429,AlgoBridge,free,0,2024-04-28,2026-02-06,15847,2,False,,,container registry; audit logs; RBAC enhancements; API rate limit increase,0,7,EU
ACC-0430,WebBit,free,0,2025-08-07,2026-01-26,16519,3,False,,,API rate limit increase; team permissions,0,7,EU
ACC-0431,MetaHub,pro,95,2025-08-24,2026-02-08,6219,12,False,,,multi-region deploy; private networking,4,10,APAC
ACC-0432,SyncSoftware,free,0,2025-08-09,2026-02-05,3653,3,False,,,API rate limit increase,0,4,EU
ACC-0433,NextScale,pro,160,2024-12-14,2026-01-24,25883,15,False,,,env variable management,4,7,APAC
ACC-0434,IonIO,free,0,2025-12-03,2026-01-16,2200,1,False,,,SSO/SAML; CLI improvements; team permissions,3,6,EU
ACC-0435,InfraStudio,free,0,2025-12-04,2026-02-08,403,1,False,,,SSO/SAML; API rate limit increase,1,4,US
ACC-0436,CodeIO,pro,173,2024-03-25,2026-02-05,30215,7,False,,,env variable management; audit logs; team permissions,2,6,EU
ACC-0437,PrismDock,free,0,2024-06-04,2026-01-29,4198,1,False,,,SSO/SAML; GraphQL support,0,7,APAC
ACC-0438,SysLink,pro,157,2024-10-09,2025-09-25,3345,6,True,2025-10-08,project discontinued,API rate limit increase,8,5,EU
ACC-0439,FluxPro,free,0,2025-04-19,2026-01-26,2118,2,False,,,team permissions; API rate limit increase,0,7,US
ACC-0440,IonHQ,free,0,2024-03-17,2026-02-06,547,3,False,,,API rate limit increase; team permissions,0,9,US
ACC-0441,ByteSoftware,free,0,2026-01-12,2026-01-14,4481,2,False,,,API rate limit increase; cost alerts; SSO/SAML,2,8,EU
ACC-0442,NovaBase,free,0,2024-12-31,2026-02-08,3428,1,False,,,usage analytics dashboard; API rate limit increase; GraphQL support,1,9,US
ACC-0443,ZenApp,free,0,2024-05-23,2026-02-06,1413,3,False,,,team permissions,1,7,EU
ACC-0444,OrbitSpace,pro,56,2025-05-20,2026-02-04,8414,12,False,,,GitHub integration; SSO/SAML,4,7,US
ACC-0445,CoreCo,free,0,2025-09-22,2026-01-13,4060,3,False,,,env variable management; GraphQL support,0,9,EU
ACC-0446,EdgeBridge,enterprise,2635,2024-06-26,2025-09-22,13099,41,True,2025-09-27,identity provider integration missing,SSO/SAML,8,2,US
ACC-0447,ByteHub,free,0,2025-03-19,2026-02-08,3191,3,False,,,SSO/SAML; container registry,1,3,US
ACC-0448,AutoMesh,free,0,2025-05-29,2025-09-30,12,2,True,2025-10-03,missing features,GitHub integration; API rate limit increase; team permissions,10,4,APAC
ACC-0449,RapidTech,free,0,2024-06-11,2026-01-18,1764,1,False,,,API rate limit increase; container registry,0,9,US
ACC-0450,VoltDev,enterprise,2051,2024-11-26,2025-11-21,471,42,True,2025-11-29,project discontinued,SSO/SAML,10,2,APAC
ACC-0451,MetaNet,free,0,2025-02-23,2026-01-29,3853,1,False,,,API rate limit increase,3,6,US
ACC-0452,SyncOps,pro,157,2025-03-09,2026-02-03,44137,6,False,,,SSO/SAML,0,7,APAC
ACC-0453,AlgoStudio,pro,139,2026-01-11,2026-01-30,48960,14,False,,,team permissions,6,7,APAC
ACC-0454,HyperSpace,enterprise,3538,2025-03-21,2026-01-15,196685,10,False,,,team permissions; API rate limit increase,15,9,US
ACC-0455,SignalGroup,free,0,2024-06-25,2026-01-13,2699,2,False,,,API rate limit increase; SSO/SAML,0,9,EU
ACC-0456,HelixBase,enterprise,3453,2024-11-24,2026-02-09,162744,41,False,,,cost alerts; API rate limit increase; GraphQL support,12,9,US
ACC-0457,ArcDynamics,free,0,2024-07-14,2026-01-28,3704,1,False,,,SSO/SAML; API rate limit increase,0,8,APAC
ACC-0458,ForgeInc,free,0,2025-06-03,2026-01-24,1050,2,False,,,team permissions,1,6,EU
ACC-0459,AppLink,enterprise,1421,2025-06-29,2025-09-11,1668,41,True,2025-09-20,missing SSO,SSO/SAML,12,3,APAC
ACC-0460,ApexMesh,free,0,2025-09-09,2026-01-26,149,1,True,2026-01-31,contract not renewed,SSO/SAML; API rate limit increase,8,1,US
ACC-0461,CoreLogic,pro,149,2024-06-14,2026-01-22,43688,3,False,,,SSO/SAML; team permissions; private networking,4,9,EU
ACC-0462,PrismStream,free,0,2025-12-15,2026-01-11,2798,1,False,,,team permissions; RBAC enhancements; SSO/SAML; CLI improvements,0,3,APAC
ACC-0463,ZeroWave,free,0,2024-04-23,2026-01-28,3224,1,False,,,SSO/SAML; rollback support; API rate limit increase,0,9,US
ACC-0464,ForgeDock,pro,79,2025-12-21,2026-01-20,37168,14,False,,,CLI improvements; container registry; team permissions; API rate limit increase,8,6,US
ACC-0465,ForgeStudio,free,0,2025-06-26,2026-01-25,3279,2,False,,,env variable management; API rate limit increase; container registry,0,8,APAC
ACC-0466,RapidBase,free,0,2025-04-22,2026-01-13,431,3,False,,,auto-scaling; GitHub integration; 2FA enforcement,1,7,US
ACC-0467,BitCloud,free,0,2024-05-06,2026-01-20,3935,2,False,,,usage analytics dashboard,0,4,US
ACC-0468,SmartBase,free,0,2026-01-11,2026-02-08,2560,3,False,,,SSO/SAML; webhook retries; team permissions,0,8,EU
ACC-0469,NimbusForge,free,0,2025-09-15,2026-02-06,9072,3,False,,,team permissions,0,9,EU
ACC-0470,HyperSpark,pro,60,2025-03-19,2026-01-13,32279,6,False,,,private networking; cost alerts,5,6,EU
ACC-0471,ZenPath,pro,115,2024-05-01,2026-02-07,49132,3,False,,,SSO/SAML; API rate limit increase,7,7,APAC
ACC-0472,DevPro,pro,141,2025-11-03,2026-02-02,49158,13,False,,,audit logs; SSO/SAML; multi-region deploy,0,6,US
ACC-0473,VectorPath,pro,110,2024-07-08,2026-01-24,46029,15,False,,,API rate limit increase,0,5,APAC
ACC-0474,PulseFlow,pro,162,2024-07-16,2026-02-10,36788,15,False,,,multi-region deploy; API rate limit increase; SSO/SAML; team permissions,6,8,EU
ACC-0475,PixelCo,pro,190,2025-09-25,2026-01-20,7425,9,False,,,SSO/SAML; API rate limit increase; IP allowlisting; team permissions,6,8,EU
ACC-0476,DevLabs,free,0,2024-06-09,2025-12-14,229,3,True,2025-12-18,internal tooling built,API rate limit increase; usage analytics dashboard; SSO/SAML; team permissions,8,5,US
ACC-0477,BlueStudio,enterprise,4337,2025-12-14,2026-01-14,13649,91,True,2026-01-17,security requirements not met,SSO/SAML; Slack notifications,10,3,EU
ACC-0478,MetaDynamics,free,0,2026-01-18,2026-02-03,806,3,False,,,SSO/SAML; API rate limit increase; usage analytics dashboard,0,4,US
ACC-0479,MetaMesh,pro,140,2024-02-29,2026-02-08,22092,7,False,,,team permissions; SSO/SAML,5,8,US
ACC-0480,CyberSpark,free,0,2024-06-06,2026-01-06,696,2,True,2026-01-19,poor performance,IP allowlisting,5,5,EU
ACC-0481,NimbusWave,free,0,2025-10-21,2026-02-01,953,2,False,,,dark mode; container registry; webhook retries,1,4,EU
ACC-0482,OrbitWave,pro,141,2024-09-08,2026-01-16,24144,13,False,,,usage analytics dashboard; dark mode; API rate limit increase; SSO/SAML,1,6,US
ACC-0483,BytePath,pro,50,2025-04-11,2026-01-18,144530,3,False,,,API rate limit increase; team permissions,6,6,EU
ACC-0484,OrbitMicro,free,0,2024-07-01,2026-02-05,3612,2,False,,,2FA enforcement; log streaming; private networking; SSO/SAML,1,7,US
ACC-0485,VoltMicro,pro,135,2025-12-17,2026-01-21,31322,14,False,,,API rate limit increase; GitHub integration,0,10,US
ACC-0486,CipherNet,free,0,2025-12-18,2026-02-08,4358,2,False,,,team permissions; CLI improvements; GraphQL support; custom domains,2,7,US
ACC-0487,ArcMesh,free,0,2025-10-28,2026-02-09,1303,3,False,,,SSO/SAML; container registry; private networking; rollback support,1,5,APAC
ACC-0488,BaseNet,free,0,2024-05-07,2026-01-12,4502,2,False,,,GitHub integration; team permissions; SSO/SAML; API rate limit increase,1,9,US
ACC-0489,RapidSoftware,free,0,2025-11-22,2026-01-16,291,1,False,,,API rate limit increase; 2FA enforcement; SSO/SAML,2,5,APAC
ACC-0490,NetHQ,free,0,2025-11-14,2026-01-27,13552,1,False,,,team permissions; API rate limit increase; RBAC enhancements; IP allowlisting,2,4,EU
ACC-0491,LogicSpark,pro,195,2024-11-28,2026-02-01,14173,13,False,,,SSO/SAML; team permissions; log streaming,6,8,US
ACC-0492,NovaLink,pro,157,2024-04-14,2025-09-05,319,7,True,2025-09-16,team downsized,2FA enforcement; cost alerts; env variable management; usage analytics dashboard,6,2,APAC
ACC-0493,MatrixNet,free,0,2025-07-12,2026-01-15,4071,1,False,,,private networking,0,8,EU
ACC-0494,ZeroHub,free,0,2024-07-20,2026-02-10,4679,2,False,,,env variable management,0,5,APAC
ACC-0495,FastApp,free,0,2025-09-18,2026-01-20,429,3,False,,,API rate limit increase; CLI improvements,0,3,US
ACC-0496,RapidMesh,free,0,2024-07-06,2026-01-15,4930,2,False,,,CLI improvements,2,4,US
ACC-0497,AstroShift,free,0,2024-08-16,2025-12-04,1710,2,True,2025-12-17,switched to competitor,GraphQL support; usage analytics dashboard; container registry,5,5,EU
ACC-0498,IonInc,free,0,2025-11-23,2026-01-25,3785,3,False,,,team permissions; env variable management; API rate limit increase,0,3,APAC
ACC-0499,DashBit,free,0,2025-12-28,2026-02-08,3729,3,False,,,Slack notifications; RBAC enhancements; CLI improvements,1,3,US
ACC-0500,CyberDock,free,0,2025-12-01,2026-01-24,295,1,True,2026-02-04,budget cuts,2FA enforcement; dark mode,11,2,US
